template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference
T0101_hi,1,Segment 1,inactive,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,curious,unpredictability,exercises
T0102,1,Segment 1,inactive,activation,unpredictability,en,Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0102_hi,1,Segment 1,inactive,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,curious,unpredictability,exercises
T0103,1,Segment 1,inactive,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,curious,unpredictability,exercises
T0103_hi,1,Segment 1,inactive,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,curious,unpredictability,exercises
T0104,1,Segment 1,inactive,activation,unpredictability,en,What's your speaking score today? Find out!,curious,unpredictability,exercises
T0104_hi,1,Segment 1,inactive,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,curious,unpredictability,exercises
T0105,1,Segment 1,inactive,activation,unpredictability,en,Explore new practice scenarios—start now!,curious,unpredictability,exercises
T0105_hi,1,Segment 1,inactive,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,curious,unpredictability,exercises
T0106,1,Segment 1,inactive,activation,epic_meaning,en,Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0106_hi,1,Segment 1,inactive,activation,epic_meaning,hi,आज Join 1M+ Indians becoming confident speakers!,aspirational,epic_meaning,exercises
T0107,1,Segment 1,inactive,activation,epic_meaning,en,Be part of the English learning revolution!,aspirational,epic_meaning,exercises
T0107_hi,1,Segment 1,inactive,activation,epic_meaning,hi,Be part of the अंग्रेजी सीखेंing revolution!,aspirational,epic_meaning,exercises
T0108,1,Segment 1,inactive,activation,epic_meaning,en,Transform your career—practice speaking today!,aspirational,epic_meaning,exercises
T0108_hi,1,Segment 1,inactive,activation,epic_meaning,hi,Transform आपका career—अभ्यास करें बोलना आज!,aspirational,epic_meaning,exercises
T0109,1,Segment 1,inactive,activation,epic_meaning,en,Join thousands improving their English daily!,aspirational,epic_meaning,exercises
T0109_hi,1,Segment 1,inactive,activation,epic_meaning,hi,Join thousands improving their अंग्रेजी daily!,aspirational,epic_meaning,exercises
T0110,1,Segment 1,inactive,activation,epic_meaning,en,Your journey to fluency starts today!,aspirational,epic_meaning,exercises
T0110_hi,1,Segment 1,inactive,activation,epic_meaning,hi,Your journey to fluency starts आज!,aspirational,epic_meaning,exercises
T0111,1,Segment 1,paid,advocacy,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0111_hi,1,Segment 1,paid,advocacy,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0112,1,Segment 1,paid,advocacy,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0112_hi,1,Segment 1,paid,advocacy,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0113,1,Segment 1,paid,advocacy,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0113_hi,1,Segment 1,paid,advocacy,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0114,1,Segment 1,paid,advocacy,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0114_hi,1,Segment 1,paid,advocacy,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0115,1,Segment 1,paid,advocacy,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0115_hi,1,Segment 1,paid,advocacy,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0116,1,Segment 1,paid,advocacy,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0116_hi,1,Segment 1,paid,advocacy,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0117,1,Segment 1,paid,advocacy,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0117_hi,1,Segment 1,paid,advocacy,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0118,1,Segment 1,paid,advocacy,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0118_hi,1,Segment 1,paid,advocacy,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0119,1,Segment 1,paid,advocacy,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0119_hi,1,Segment 1,paid,advocacy,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0120,1,Segment 1,paid,advocacy,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0120_hi,1,Segment 1,paid,advocacy,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0121,1,Segment 1,paid,expansion,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,leaderboard
T0121_hi,1,Segment 1,paid,expansion,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,leaderboard
T0122,1,Segment 1,paid,expansion,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,leaderboard
T0122_hi,1,Segment 1,paid,expansion,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,leaderboard
T0123,1,Segment 1,paid,expansion,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,leaderboard
T0123_hi,1,Segment 1,paid,expansion,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,leaderboard
T0124,1,Segment 1,paid,expansion,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,leaderboard
T0124_hi,1,Segment 1,paid,expansion,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,leaderboard
T0125,1,Segment 1,paid,expansion,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,leaderboard
T0125_hi,1,Segment 1,paid,expansion,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,leaderboard
T0126,1,Segment 1,paid,expansion,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,leaderboard
T0126_hi,1,Segment 1,paid,expansion,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,leaderboard
T0127,1,Segment 1,paid,expansion,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,leaderboard
T0127_hi,1,Segment 1,paid,expansion,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,leaderboard
T0128,1,Segment 1,paid,expansion,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,leaderboard
T0128_hi,1,Segment 1,paid,expansion,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,leaderboard
T0129,1,Segment 1,paid,expansion,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,leaderboard
T0129_hi,1,Segment 1,paid,expansion,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,leaderboard
T0130,1,Segment 1,paid,expansion,ownership,en,Your learning journey—make it count today!,celebratory,ownership,leaderboard
T0130_hi,1,Segment 1,paid,expansion,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,leaderboard
T0131,1,Segment 1,paid,retention,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0131_hi,1,Segment 1,paid,retention,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0132,1,Segment 1,paid,retention,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0132_hi,1,Segment 1,paid,retention,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0133,1,Segment 1,paid,retention,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0133_hi,1,Segment 1,paid,retention,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0134,1,Segment 1,paid,retention,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0134_hi,1,Segment 1,paid,retention,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0135,1,Segment 1,paid,retention,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0135_hi,1,Segment 1,paid,retention,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0136,1,Segment 1,paid,retention,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0136_hi,1,Segment 1,paid,retention,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0137,1,Segment 1,paid,retention,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0137_hi,1,Segment 1,paid,retention,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0138,1,Segment 1,paid,retention,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0138_hi,1,Segment 1,paid,retention,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0139,1,Segment 1,paid,retention,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0139_hi,1,Segment 1,paid,retention,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0140,1,Segment 1,paid,retention,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0140_hi,1,Segment 1,paid,retention,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
